,country,site_id,site_name,year_est,lfp,priority,included
6117,Finland,AIFIN15,boxö,,,,Finland
6708,Finland,AIFIN412,gummandooran saaristo,,,,Finland
6712,Finland,AIFIN413,"hailuoto, pohjoisranta/ hailuoto northshore",,,,Finland
6732,Finland,AIFIN42,ahlglon luonnonsuojelualue,,,,#N/A
6126,Finland,AIFIN16,hangon itäinen selkä,,,,Finland
6721,Finland,AIFIN415,inkoon saaristo,,,,Finland
6491,Finland,AIFIN37,isomatala-maasyvänlahti,,,,Finland
6172,Finland,AIFIN22,itäisen suomenlahden saaristo ja vedet,,,,Finland
6726,Finland,AIFIN416,kalajoen suisto,,,,Finland
6209,Finland,AIFIN23,kirkkonummen saaristo,,,,Finland
6729,Finland,AIFIN418,kirkkosalmi,,,,Finland
6734,Finland,AIFIN420,kokkolan saaristo (spa),,,,Finland
6742,Finland,AIFIN421,kolkanaukko,,,,Finland
6221,Finland,AIFIN24,kristiinankaupungin saaristo,,,,Finland
6464,Finland,AIFIN356,krunnien luonnonsuojelualue,,,,Finland
6110,Finland,AIFIN149,krunnien luonnonsuojelualue (ysa),,,,Finland
6744,Finland,AIFIN422,kulju,,,,Finland
6810,Finland,AIFIN438,preiviikinlahti (spa),,,,#N/A
6136,Finland,AIFIN17,länsileton alue,,,,Finland
25235,USA,NWR155b,billy frank jr. nisqually national wildlife refuge - research natural area,1974,,,United States
6234,Finland,AIFIN25,lågskär,,,,Finland
6243,Finland,AIFIN26,långör - östra sundskär,,,,Finland
6746,Finland,AIFIN423,langstet,,,,Finland
6830,Finland,AIFIN443,saaristomeri,,,,#N/A
6073,Finland,AIFIN12,liminka bay,,,,Finland
6748,Finland,AIFIN425,lohm-kulm-ängö,,,,Finland
6144,Finland,AIFIN18,luodematalat,,,,Finland
6256,Finland,AIFIN27,luodon saaristo,,,,Finland
6905,Finland,AIFIN457,ahvenkoskenlahti,,,,#N/A
6906,Finland,AIFIN458,båtskären (nyhamn),,,,#N/A
6907,Finland,AIFIN459,klåvskär,,,,#N/A
6912,Finland,AIFIN46,äskörenin saaren luonnonsuojelualue,,,,#N/A
6913,Finland,AIFIN460,kuusistonlahti,,,,#N/A
6916,Finland,AIFIN461,läggningsbådan,,,,#N/A
6917,Finland,AIFIN462,lautvesi,,,,#N/A
6918,Finland,AIFIN464,salminlahti,,,,#N/A
6920,Finland,AIFIN465,santaniemenselkä-tyyslahti,,,,#N/A
6922,Finland,AIFIN466,seksmiilarin saaristo,,,,#N/A
6933,Finland,AIFIN468,viurilanlahti,,,,#N/A
6934,Finland,AIFIN470,"bisaballen, grillskär ja södeskär nimiset luodot",,,,#N/A
6936,Finland,AIFIN471,högön luonnonsuojelualue,,,,#N/A
6938,Finland,AIFIN474,krampin luonnonsuojelualue,,,,#N/A
6942,Finland,AIFIN476,laajalahden luonnonsuojelualue,,,,#N/A
6944,Finland,AIFIN477,langstetin luonnonsuojelualue,,,,#N/A
6946,Finland,AIFIN478,mietoistenlahden luonnonsuojelualue,,,,#N/A
6947,Finland,AIFIN479,porkkalan saariston luonnonsuojelualue,,,,#N/A
6949,Finland,AIFIN480,sandvikin luonnonsuojelualue,,,,#N/A
6950,Finland,AIFIN481,seilin saariston luonnonsuojelulalue,,,,#N/A
6954,Finland,AIFIN483,tvärminnen luonnonsuojelualue (osa),,,,#N/A
6955,Finland,AIFIN484,vaisakon luonnonsuojelualue,,,,#N/A
6752,Finland,AIFIN428,luvian saaristo,,,,Finland
6958,Finland,AIFIN49,balget,,,,#N/A
6959,Finland,AIFIN5,södra sandbäckin-sandbäckin hylkeidensuojelualue,,,,#N/A
6960,Finland,AIFIN50,båtvikenin saaret (luonnonsuojelualue),,,,#N/A
6757,Finland,AIFIN429,medvastö-stormossen,,,,Finland
6967,Finland,AIFIN57,blåskären-salungarna-stora bredgrundet (naturskyddsomr),,,,#N/A
6970,Finland,AIFIN58,bölsviken-bredviken naturskyddsområde-luonnonsuojelualue,,,,#N/A
6971,Finland,AIFIN59,busön luonnonsuojelualue,,,,#N/A
6973,Finland,AIFIN6,grimsörarnan hylkeidensuojelualue,,,,#N/A
6977,Finland,AIFIN62,dragsvikgård-storholmenin luonnonsuojelualue,,,,#N/A
6979,Finland,AIFIN64,enbusken-rönnbusken (luonnonsuojelualue),,,,#N/A
6980,Finland,AIFIN65,ettergaddens naturskyddsområde,,,,#N/A
6982,Finland,AIFIN7,mastbådanin hylkeidensuojelualue,,,,#N/A
6984,Finland,AIFIN74,galjonsgrundin luonnonsuojelualue,,,,#N/A
6986,Finland,AIFIN75,gästansin luonnnonsuojelualue,,,,#N/A
6988,Finland,AIFIN78,granös naturskyddsområde,,,,#N/A
6992,Finland,AIFIN8,sandkallanin-stora kölhällenin hylkeidensuojelualue,,,,#N/A
6998,Finland,AIFIN89,"halkkoaukko, leppäkari",,,,#N/A
6999,Finland,AIFIN9,kallbådanin hylkeidensuojelualue,,,,#N/A
7001,Finland,AIFIN90,halkkoaukon ja maa-kolkan luonnonsuojelualue,,,,#N/A
7002,Finland,AIFIN91,halkkoaukon luonnonsuojelualue,,,,#N/A
7003,Finland,AIFIN93,hamnholmenin luonnonsuojelualue,,,,#N/A
7005,Finland,AIFIN98,hästö-gyltön luonnonsuojelualue,,,,#N/A
7007,USA,AIFL79,tidal flat south of marvin key,,,,#N/A
7008,France,AIFRA294,ilot de rion,,,,#N/A
7009,France,AIFRA295,cordon de galets de la mollière,,,,#N/A
7011,France,AIFRA296,"ile aux moutons, îlots enez ar razed et penneg ern",,,,#N/A
6270,Finland,AIFIN28,merenkurkun saaristo,,,,Finland
6151,Finland,AIFIN19,merikalla,,,,Finland
6761,Finland,AIFIN430,mustavuoren lehto ja östersundomin lintuvedet,,,,Finland
6343,Finland,AIFIN29,närpiön saaristo,,,,Finland
6763,Finland,AIFIN431,ojakylänlahti ja kengänkari,,,,Finland
7019,French Antilles,AIFRCAR150,rocher du diamant,,,,#N/A
7020,French Antilles,AIFRCAR151,diamond rock,,,,#N/A
7021,French Antilles,AIFRCAR155,ramiers islet,,,,#N/A
7022,French Antilles,AIFRCAR156,ramiers islet,,,,#N/A
7023,French Antilles,AIFRCAR157,rocher de la caravelle,,,,#N/A
7024,French Antilles,AIFRCAR158,ilet la grotte,,,,#N/A
7025,French Antilles,AIFRCAR159,ilet petite martinique,,,,#N/A
7026,French Antilles,AIFRCAR160,ilet chancel,,,,#N/A
7027,French Antilles,AIFRCAR162,ilet madame,,,,#N/A
7028,French Antilles,AIFRCAR163,ilet boisseau,,,,#N/A
7029,French Antilles,AIFRCAR164,ilet long,,,,#N/A
7030,French Antilles,AIFRCAR165,ilet lavigne,,,,#N/A
7031,French Antilles,AIFRCAR166,oscar islet,,,,#N/A
7032,French Antilles,AIFRCAR167,ilet fregate,,,,#N/A
7033,French Antilles,AIFRCAR168,thierry islet,,,,#N/A
7034,French Antilles,AIFRCAR170,ilet sainte-marie,,,,#N/A
7035,French Antilles,AIFRCAR21,pinel islet,,,,#N/A
7036,French Antilles,AIFRCAR36,petite terre islets,,,,#N/A
7037,French Antilles,AIFRCAR37,ilets de petite terre,,,,#N/A
7038,French Antilles,AIFRCAR45,terre-de-haut,,,,#N/A
7040,French Antilles,AIFRCAR46,ilet a cabrits,,,,#N/A
7042,French Antilles,AIFRCAR84,kaouanne islet,,,,#N/A
7043,French Antilles,AIFRCAR86,ilots de sainte rose,,,,#N/A
6765,Finland,AIFIN432,olkijokisuu-pattijoen pohjoishaara,,,,Finland
6156,Finland,AIFIN20,ouran saaristo,,,,Finland
6766,Finland,AIFIN433,pajukari-uksei-alkunkarinlahti,,,,Finland
7052,Gabon,AIGAB10,cap lopez marine park - buffer zone,,,,#N/A
7054,Gabon,AIGAB11,cap lopez canyons aquatic reserve,,,,#N/A
7059,Gabon,AIGAB12,ogooue delta aquatic reserve,,,,#N/A
7069,Gabon,AIGAB13,mandji-etimboue aquatic reserve,,,,#N/A
7105,Gabon,AIGAB14,embouchure d'ozouri marine park,,,,#N/A
7109,Gabon,AIGAB15,embouchure d'ozouri marine park - buffer zone,,,,#N/A
7118,Gabon,AIGAB16,embouchure d'olende marine park,,,,#N/A
7123,Gabon,AIGAB17,embouchure d'olende marine park - buffer zone,,,,#N/A
7131,Gabon,AIGAB18,koumandji aquatic reserve,,,,#N/A
7164,Gabon,AIGAB19,tchatamba aquatic reserve,,,,#N/A
7169,Gabon,AIGAB20,embouchure d'iguela marine park,,,,#N/A
7175,Gabon,AIGAB21,embouchure d'iguela marine park - buffer zone,,,,#N/A
7185,Gabon,AIGAB22,embouchure sette cama marine park,,,,#N/A
7192,Gabon,AIGAB23,embouchure sette cama marine park - buffer zone,,,,#N/A
7202,Gabon,AIGAB24,gamba aquatic reserve,,,,#N/A
7205,Gabon,AIGAB25,olowi aquatic reserve,,,,#N/A
7211,Gabon,AIGAB26,embouchure de la nyanga marine park,,,,#N/A
7215,Gabon,AIGAB27,embouchure de la nyanga marine park - buffer zone,,,,#N/A
7221,Gabon,AIGAB28,embouchure de la banio marine park,,,,#N/A
7223,Gabon,AIGAB29,embouchure de la banio marine park - buffer zone,,,,#N/A
7229,Gabon,AIGAB3,mbanie island marine park,,,,#N/A
7235,Gabon,AIGAB30,grand sud du gabon aquatic reserve,,,,#N/A
7250,Gabon,AIGAB4,mbanie island marine park - buffer zone,,,,#N/A
7262,Gabon,AIGAB5,cap esterias aquatic reserve,,,,#N/A
7266,Gabon,AIGAB7,pointe denis marine park,,,,#N/A
7277,Gabon,AIGAB8,pointe denis marine park - buffer zone,,,,#N/A
7298,Gabon,AIGAB9,cap lopez marine park,,,,#N/A
7300,United Kingdom,AIGBR2243,south dorset marine conservation zone,,,,#N/A
7305,Grenada,AIGD3,moliniere-beausejour marine protected area,,,,#N/A
7306,Grenada,AIGD4,woburn clarkes court bay marine protected area,,,,#N/A
7308,Grenada,AIGD9,sandy island-oyster bed marine protected area,,,,#N/A
6767,Finland,AIFIN435,perämeren saaret,,,,Finland
6355,Finland,AIFIN30,pernajanlahtien ja pernajan saariston merensuojelualue,,,,Finland
6803,Finland,AIFIN436,pooskerin saaristo,,,,Finland
6388,Finland,AIFIN31,porvoonjoen suisto-stensböle,,,,Finland
6814,Finland,AIFIN439,raahen saaristo,,,,Finland
7329,Gibraltar,AIGIB10,eastside marine conservation zone - no-take area,2015,,,#N/A
7330,Gibraltar,AIGIB7,rosia marine conservation zone - no-take area,2015,,,#N/A
7331,Greece,AIGRC101,"delta acheloou, limnothalassa mesolongiou - aitolikou kai ekvoles evinou, nisoi echinades, nisos petalas, dytikos arakynthos kai stena kleisouras",,,,#N/A
7348,Greece,AIGRC102,"delta acheloou, limnothalassa mesolongiou - aitolikou, ekvoles evinou, nisoi echinades, nisos petalas",,,,#N/A
7365,Greece,AIGRC137,agios efstratios kai paraktia thalassia zoni,,,,#N/A
7369,Greece,AIGRC138,nisos agios efstratios kai thalassia zoni,,,,#N/A
7373,Greece,AIGRC140,anatoliki kea,,,,#N/A
7377,Greece,AIGRC147,akrotirio pyrgos - ormos kypsas - malamo,,,,#N/A
6397,Finland,AIFIN32,rahjan saaristo,,,,Finland
7382,Greece,AIGRC151,anafi: chersonisos kalamos - roukounas,,,,#N/A
7384,Greece,AIGRC152,"anatoliko tmima astypalaias kai nisides kounoupoi, fteno, chondropoulo, koutsomytis, moni, agia kyriaki, tigani, chondri, ligno, fokionisia, katsagreli, pontikoussa, ofidoussa, ktenia",,,,#N/A
7391,Greece,AIGRC154,"astypalaia: anatoliko tmima, gyro nisides kai ofidoussa kai thalassia zoni (akr. lantra - akr. vrysi)",,,,#N/A
7397,Greece,AIGRC156,"anatoliko tmima nisou symis kai nisides kouloundros, seskli, troumpeto, marmaras, karavalonisi, megalonisi, gialesino, oxeia, chondros, platy, nimos",,,,#N/A
7401,Greece,AIGRC158,"andros: kentriko kai notio tmima, gyro nisides kai paraktia thalassia zoni",,,,#N/A
7412,Greece,AIGRC162,thalassia zoni androu,,,,#N/A
7424,Greece,AIGRC164,antikythira - prasonisi kai lagouvardos,,,,#N/A
7428,Greece,AIGRC165,"nisos antikythira kai nisides prasonisi, lagouvardos, plakoulithra kai nisides thymonies",,,,#N/A
7431,Greece,AIGRC168,"dytiki milos, antimilos, polyaigos kai nisides",,,,#N/A
7439,Greece,AIGRC169,nisos antimilos - thalassia paraktia zoni,,,,#N/A
7441,Greece,AIGRC172,"arkoi, leipsoi, agathonisi kai vrachonisides",,,,#N/A
7454,Greece,AIGRC173,asfendou - kallikratis kai paraktia zoni,,,,#N/A
7458,Greece,AIGRC175,asterousia (kofinas),,,,#N/A
6821,Finland,AIFIN440,rauvolanlahti,,,,Finland
7463,Greece,AIGRC187,thalassia zoni anatolika kai notia chersonisou athona,,,,#N/A
7471,Greece,AIGRC188,thalassia zoni chersonisou athona,,,,#N/A
7482,Greece,AIGRC189,"chersonisos gramvoussas kai nisides imeri kai agria gramvoussa, pontikonisi",,,,#N/A
7487,Greece,AIGRC190,chersonisos rodopou - paralia maleme,,,,#N/A
7491,Greece,AIGRC197,delta pineiou,,,,#N/A
7494,Greece,AIGRC199,thalassia periochi diapontion nison,,,,#N/A
7503,Greece,AIGRC200,"diapontia nisia (othonoi, ereikousa, mathraki kai vrachonisides)",,,,#N/A
6824,Finland,AIFIN441,rummelön-harrbådan,,,,Finland
7511,Greece,AIGRC203,dytikes aktes kefalonias - steno kefalonias ithakis - voreia ithaki (akrotiria gero gkompos - drakou pidima - kentri - ag. ioannis),,,,#N/A
6826,Finland,AIFIN442,säärenperä ja karinkannanmatala,,,,Finland
7527,Greece,AIGRC205,"rodos: akramytis, armenistis, attavyros, remata kai thalassia zoni (karavola-ormos glyfada)",,,,#N/A
7534,Greece,AIGRC206,"dytiki rodos: ori attavyros & akramytis, techniti limni apolakkias kai nisides georgiou, strongyli, chtenies & karavolas",,,,#N/A
7539,Greece,AIGRC208,ekvoles evrota,,,,#N/A
6095,Finland,AIFIN14,söderskärin ja långörenin saaristo,,,,Finland
7546,Greece,AIGRC213,koilada kai ekvoles spercheiou - maliakos kolpos,,,,#N/A
7552,Greece,AIGRC214,kato rous kai ekvoles spercheiou potamou,,,,#N/A
7555,Greece,AIGRC216,ekvoli geropotamou mesaras,,,,#N/A
7556,Greece,AIGRC218,ygrotopoi neas fokaias,,,,#N/A
7558,Greece,AIGRC221,"esoteriko archipelagos ioniou (meganisi, arkoudi, atokos, vromonas)",,,,#N/A
7574,Greece,AIGRC223,stena rentinas - evryteri periochi,,,,#N/A
7576,Greece,AIGRC227,lefka ori kai paraktia zoni,,,,#N/A
7582,Greece,AIGRC228,ethnikos drymos samarias - farangi trypitis - psilafi - koustogerako,,,,#N/A
7584,Greece,AIGRC232,samothraki: oros fengari kai paraktia zoni,,,,#N/A
7593,Greece,AIGRC233,"fengari samothrakis, anatolikes aktes, vrachonissida zourafa kai thalassia zoni",,,,#N/A
7599,Greece,AIGRC236,"voreioanatoliko akro kritis: dionysades, elasa kai chersonisos sidero (akra mavro mouri - vai - akra plakas) kai thalassia zoni",,,,#N/A
7607,Greece,AIGRC237,dionysades nisoi,,,,#N/A
7611,Greece,AIGRC238,voreioanatoliko akro kritis,,,,#N/A
6956,Finland,AIFIN486,södra stadsfjärden-söderfjärden-öjen,,,,Finland
7623,Greece,AIGRC245,ikaria - fournoi kai paraktia zoni,,,,#N/A
7635,Greece,AIGRC246,nisos ikaria (notiodytiko tmima),,,,#N/A
7639,Greece,AIGRC247,"nisos fournoi kai nisides thymaina, alatsonisi, thymainaki, strongylo, plaka, makronisi, mikros kai megalos anthropofagos, agios minas",,,,#N/A
7646,Greece,AIGRC248,"imeri kai agria gramvoussa - tigani kai falasarna - pontikonisi, ormos livadi - viglia",,,,#N/A
7652,Greece,AIGRC250,kentriki karpathos: kali limni - lastos - kyra panagia kai paraktia thalassia zoni,,,,#N/A
7657,Greece,AIGRC253,kanali makronisou,,,,#N/A
7661,Greece,AIGRC254,paraktia kai thalassia zoni makronisou,,,,#N/A
7664,Greece,AIGRC256,karla - mavrovouni - kefalovryso velestinou - neochori,,,,#N/A
7669,Greece,AIGRC258,kasos kai kasonisia - evryteri thalassia periochi,,,,#N/A
7674,Greece,AIGRC259,nisos kasos kai symplegma kasonision,,,,#N/A
7679,Greece,AIGRC263,kastellorizo kai nisides ro kai strongyli kai paraktia thalassia zoni,,,,#N/A
7682,Greece,AIGRC267,"kefalonia: ainos, agia dynati kai kalon oros",,,,#N/A
7691,Greece,AIGRC268,notia serifos,,,,#N/A
7693,Greece,AIGRC269,"serifos: paraktia zoni kai nisides serifopoula, piperi kai vous",,,,#N/A
7699,Greece,AIGRC27,"amvrakikos kolpos, delta lourou kai arachthou (petra, mytikas, evryteri periochi)",,,,#N/A
7713,Greece,AIGRC271,kentriki kai notia naxos: zas kai vigla eos mavrovouni kai thalassia zoni (ormos karades - ormos moutsounas),,,,#N/A
7718,Greece,AIGRC272,"naxos: ori anathematistra, koronos, mavrovouni, zas, viglatouri",,,,#N/A
7723,Greece,AIGRC276,kolpos palaiou - ormos eleftheron,,,,#N/A
6894,Finland,AIFIN445,saltfjärdenin-tavastfjärdenin lintuvedet,,,,Finland
7745,Greece,AIGRC278,"thasos (oros ypsario kai paraktia zoni) kai nisides koinyra, xironisi",,,,#N/A
7755,Greece,AIGRC28,"amvrakikos kolpos, limnothalassa katafourko kai korakonisia",,,,#N/A
7766,Greece,AIGRC282,kos: akrotirio louros - limni psalidi - oros dikaios - alyki - paraktia thalassia zoni,,,,#N/A
7770,Greece,AIGRC283,kos: limni psalidi - alyki,,,,#N/A
7772,Greece,AIGRC288,skiathos: koukounaries kai evryteri thalassia periochi,,,,#N/A
7774,Greece,AIGRC291,"kythira kai gyro nisides: prasonisi, dragonera, antidragonera, avgo, kapello, koufo kai fidonisi",,,,#N/A
7783,Greece,AIGRC292,"nisides kythiron: prasonisi, dragonera, antidragonera",,,,#N/A
7785,Greece,AIGRC293,thalassia periochi kythiron,,,,#N/A
7797,Greece,AIGRC297,"lesvos: kolpos geras, eli ntipi kai charamida",,,,#N/A
7802,Greece,AIGRC298,"lesvos: kolpos geras, elos ntipi kai oros olympos",,,,#N/A
7808,Greece,AIGRC300,"nisides lesvou (symplegma tomaronision, kydonas, agios georgios, glaronisi, klp)",,,,#N/A
7813,Greece,AIGRC301,thalassia periochi nisidon tokmakia,,,,#N/A
7817,Greece,AIGRC303,voreia lesvos,,,,#N/A
7823,Greece,AIGRC305,lesvos: dytiki chersonisos - apolithomeno dasos,,,,#N/A
7831,Greece,AIGRC306,lesvos: kolpos kallonis kai chersaia paraktia zoni,,,,#N/A
7838,Greece,AIGRC307,lesvos: paraktioi ygrotopoi kolpou kallonis,,,,#N/A
7845,Greece,AIGRC308,"notiodytiki chersonisos, apolithomeno dasos lesvou",,,,#N/A
7853,Greece,AIGRC309,thalassia periochi dytikis lesvou,,,,#N/A
7860,Greece,AIGRC315,limni agias - platanias - rema kai ekvoli keriti - koilada fasa,,,,#N/A
7862,Greece,AIGRC316,drapano (voreioanatolikes aktes) - paralia georgioupolis - limni kourna,,,,#N/A
7865,Greece,AIGRC317,limni kourna kai ekvoli almyrou,,,,#N/A
7866,Greece,AIGRC319,"limnothalassa pylou (divari) kai nisos sfaktiria, agios dimitrios",,,,#N/A
7869,Greece,AIGRC321,thalassia periochi notias messinias,,,,#N/A
7881,Greece,AIGRC322,thalassia periochi stenou methonis,,,,#N/A
7884,Greece,AIGRC326,limnos: chortarolimni - limni alyki kai thalassia periochi,,,,#N/A
7893,Greece,AIGRC327,"limnos: limnes chortarolimni kai alyki, kolpos moudrou, elos diapori kai chersonisos fakos",,,,#N/A
7908,Greece,AIGRC328,"nisides kai vrachonisides limnou: nisos sergitsi kai nisides diavates, kompio, kastria, tigani, karkalas, prasonisi",,,,#N/A
6161,Finland,AIFIN21,sandkallanin eteläpuolinen merialue,,,,Finland
6896,Finland,AIFIN446,seilin saaristo,,,,Finland
7914,Greece,AIGRC335,limnothalassa epanomis,,,,#N/A
7916,Greece,AIGRC336,limnothalassa epanomis kai thalassia paraktia zoni,,,,#N/A
7918,Greece,AIGRC339,limnothalassa korission (kerkyra),,,,#N/A
7920,Greece,AIGRC340,limnothalassa korission (kerkyra) kai nisos lagoudia,,,,#N/A
7922,Greece,AIGRC341,limnothalassa moustou,,,,#N/A
6085,Finland,AIFIN13,signilskär - märket,,,,Finland
7926,Greece,AIGRC346,megalo kai mikro livari - delta xeria,,,,#N/A
7930,Greece,AIGRC347,megalo kai mikro livari - delta xeria - ydrochares dasos ag. nikolaou - paraktia thalassia zoni,,,,#N/A
7933,Greece,AIGRC349,"mikres kyklades: irakleia, schoinoussa, koufonisia, keros, antikeria kai thalassia zoni",,,,#N/A
7939,Greece,AIGRC350,"nisos irakleia, nisoi makares, mikros kai megalos avelas, nisida venetiko irakleias",,,,#N/A
7959,Greece,AIGRC351,"voreia amorgos kai kinaros, levitha, mavra, glaros kai thalassia zoni",,,,#N/A
7968,Greece,AIGRC356,"samos: oros kerketefs - mikro kai megalo seitani - dasos kastanias kai lekkas, akr. katavasis - limenas",,,,#N/A
7971,Greece,AIGRC357,samos: oros kerkis,,,,#N/A
7976,Greece,AIGRC360,nisida venetiko,,,,#N/A
7977,Greece,AIGRC363,voreia chios,,,,#N/A
7986,Greece,AIGRC364,voreia chios kai nisoi oinousses kai paraktia thalassia zoni,,,,#N/A
7997,Greece,AIGRC367,nisos chrysi,,,,#N/A
7999,Greece,AIGRC369,nisos koufonisi kai paraktia thalassia zoni,,,,#N/A
8000,Greece,AIGRC370,"nisos koufonisi, gyro nisides kai nisides kavalloi",,,,#N/A
8002,Greece,AIGRC372,"nisia antipsara kai nisides daskalio, mastrogiorgi, prasonisi, kato nisi, mesiako, koutsoulia",,,,#N/A
8006,Greece,AIGRC377,"nisides kalymnou: epano, nera, sari, telendos",,,,#N/A
8014,Greece,AIGRC379,"nisides karpathiou pelagous: megalo sofrano, sochas, mikro sofrano, avgo, divounia, chamili, astakidonisia",,,,#N/A
